name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
Afghan Jalebi (Ya Baba),230574,False,50,Pritam;Asrar;Akhtar Chinnal,Phantom,0.815,0.918,2,-4.439,0.0,0.138,0.646,0.0,0.106,0.811,117.971,4.0,448.0,indian
The Wrangler,185625,False,18,DJ Icey,Trackotron 2,0.715,0.924,1,-4.675,1.0,0.0573,0.000108,0.751,0.0704,0.57,127.962,4.0,385.0,breakbeat
Kidney in a Cooler,362826,False,27,Keller Williams,Laugh,0.645,0.574,7,-12.268,1.0,0.0917,0.56,9.21e-05,0.124,0.748,103.921,4.0,631.0,bluegrass
El Que Quiera Entender Que Entienda (Radio Edit),364576,False,27,Mägo de Oz,Rarezas,0.449,0.932,0,-4.57,1.0,0.136,0.0401,7.57e-05,0.215,0.339,151.801,4.0,911.0,spanish
CYBER DREAM,160224,False,3,"Sarah, the Illstrumentalist",VAPORS,0.541,0.812,7,-14.978,0.0,0.0535,0.638,0.831,0.0985,0.164,150.012,4.0,396.0,study
爱上你,241040,False,48,S.H.E,SHERO,0.618,0.777,8,-5.954,1.0,0.0347,0.253,0.0,0.0665,0.708,150.048,4.0,594.0,mandopop
Amor Transparente / O Que Tem Que Ser Será - Ao Vivo,327584,False,47,Raí Saia Rodada,Raí Saia Rodada - Saia Paradise - Áudio DVD,0.426,0.898,9,-5.517,1.0,0.0459,0.543,0.00051,0.318,0.762,168.001,4.0,901.0,forro
夜來香,193906,False,27,Teresa Teng,寶麗金88極品音色系列 - 鄧麗君,0.521,0.443,8,-9.54,1.0,0.0338,0.8,3.78e-06,0.29,0.708,111.252,4.0,350.0,mandopop
Pink Lemonade - feat. The Attire,195633,False,41,AmPm;The Attire,Pink Lemonade (feat. The Attire),0.824,0.59,8,-6.263,1.0,0.0515,0.562,0.0,0.0894,0.537,115.035,4.0,370.0,j-dance
Peptalkin' (Original Mix) - Extended Mix,294333,False,5,The Prophet,The Hardcore Archive Part 3 (1997),0.749,0.921,6,-8.182,0.0,0.116,0.000218,0.212,0.121,0.414,99.075,4.0,484.0,happy
Hardcore Heartbreak,177600,False,23,Dither;Lil Texas,Tools of Demolition,0.678,0.985,6,-0.978,1.0,0.138,0.0654,0.0078,0.22,0.0666,100.01,4.0,293.0,idm
Boavista - Innellea Remix,408003,False,41,Stephan Bodzin;Innellea,Boavista,0.689,0.773,0,-7.786,1.0,0.0512,0.0673,0.794,0.103,0.141,123.993,4.0,836.0,techno
Debonaire,152626,False,63,Dope,Felons and Revolutionaries,0.586,0.889,11,-4.331,0.0,0.0488,1.35e-05,0.607,0.0715,0.837,140.535,4.0,352.0,industrial
Bonita,188626,False,0,Jeeiph,Esto No Se Le Dedica A Cualquiera,0.88,0.653,0,-5.32,1.0,0.136,0.237,4.47e-06,0.145,0.672,90.048,4.0,276.0,spanish
Right Thing,307466,False,12,Frankie Knuckles,Beyond The Mix,0.726,0.743,6,-11.927,0.0,0.0333,0.0711,0.000126,0.0491,0.961,118.364,4.0,599.0,chicago-house
Tere Siva Jag Mein (Cafe Edit),215283,False,42,Pritam;Darshan Raval,Tadap,0.589,0.431,11,-11.299,0.0,0.0266,0.803,0.0383,0.107,0.223,115.918,4.0,404.0,indian
言わなきゃ,237067,False,15,PASSEPIED,ニュイ,0.48,0.879,3,-4.086,1.0,0.0353,0.0156,0.0151,0.271,0.492,142.938,4.0,554.0,j-idol
Tongue,303750,False,10,Anenon,Tongue,0.471,0.652,5,-13.163,1.0,0.0621,0.708,0.894,0.0923,0.31,179.097,4.0,906.0,idm
All the Way Round - Mr Beatnick Remix,237250,False,14,Kelpe;Mr Beatnick,All the Way Round (Mr Beatnick Remix),0.667,0.689,4,-10.312,0.0,0.0367,0.00422,0.926,0.0707,0.269,115.014,4.0,448.0,idm
Freedom of Expression - Dark Acid Mix,397272,False,46,A*S*Y*S;Kai Tracid;Tom Wax,Freedom of Expression (Dark Acid Mix),0.7,0.917,2,-7.002,1.0,0.0539,0.0196,0.844,0.0922,0.0523,132.019,4.0,874.0,techno
A2PRES107 - Original Mix,394028,False,13,Chez Damier;Ron Trent;M.D,Hip To Be Disillusioned Vol. 1,0.818,0.675,1,-9.087,1.0,0.0687,0.000512,0.804,0.091,0.845,123.687,4.0,805.0,chicago-house
Folha De Bananeira,216320,False,42,Armandinho,Armandinho,0.834,0.562,5,-9.667,1.0,0.0373,0.0982,0.0,0.29,0.953,129.086,4.0,464.0,brazil
Dar Ghafas,47151,False,0,Najand,Spectre of Revolution,0.182,0.642,1,-3.204,1.0,0.0574,0.819,0.0395,0.333,0.17,121.625,5.0,92.0,iranian
Dolend,251906,False,11,Kettel,"Myam James, Pt. 1",0.677,0.748,8,-11.775,1.0,0.0395,0.00241,0.925,0.087,0.789,125.996,4.0,529.0,idm
Devadevam,318248,False,37,Rotting Christ,Rituals,0.387,0.809,2,-5.499,1.0,0.0526,5.03e-05,0.831,0.0832,0.0706,115.975,4.0,606.0,black-metal
زمان‌گرد Repetitious (Idlefon Remix),321418,False,0,Idlefon;Baaroot,الکتروهیچ Electrohich,0.376,0.483,0,-14.101,0.0,0.0416,0.714,0.88,0.0595,0.0414,95.998,4.0,510.0,iranian
Betrayal,90409,True,30,Preston,Betrayal,0.773,0.763,2,-6.917,1.0,0.157,0.0441,5.52e-06,0.0838,0.51,85.031,4.0,127.0,idm
The Games,69120,False,5,Walt's Piano,Brave,0.782,0.259,7,-15.865,1.0,0.127,0.987,0.862,0.0765,0.852,124.74,4.0,134.0,disney
The Center Will Not Hold,230239,False,21,Solomun,Nobody Is Not Loved,0.694,0.657,6,-8.15,1.0,0.0366,0.125,0.928,0.111,0.707,119.992,4.0,451.0,techno
O Father O Satan O Sun!,433440,True,51,Behemoth,The Satanist,0.261,0.92,1,-4.151,1.0,0.064,0.000382,2.78e-05,0.157,0.183,84.013,4.0,597.0,black-metal
A Planet of Overlords,336037,False,0,Deathtune,Original Sin,0.347,0.883,9,-4.416,1.0,0.0759,0.000122,0.00377,0.283,0.0574,97.25,4.0,567.0,iranian
No Te Preocupes por Mi,229406,False,59,Leiva,Nuclear,0.481,0.598,7,-5.987,1.0,0.0309,0.119,1.72e-06,0.0938,0.408,76.732,4.0,279.0,spanish
Lost Dog,219440,False,24,Sarah Jarosz,Undercurrent,0.678,0.168,4,-12.877,1.0,0.0316,0.853,0.0,0.0967,0.204,127.402,4.0,448.0,bluegrass
Guide Me,214493,False,23,Jah Vinci,Chimney Records Presents,0.651,0.71,7,-8.34,1.0,0.101,0.0147,0.0,0.34,0.557,107.094,4.0,381.0,j-dance
Bounce - Uberzone Original Mix,332533,False,9,Uberzone,Bounce,0.746,0.963,1,-6.487,1.0,0.101,0.000229,0.834,0.329,0.243,129.0,4.0,704.0,breakbeat
Not Enough,426533,False,0,dreissk,The Finding,0.321,0.7,6,-9.623,1.0,0.0394,0.0597,0.851,0.289,0.0349,87.037,4.0,609.0,idm
Colisão,228066,False,47,Anderson Freire,Identidade,0.56,0.666,4,-6.523,1.0,0.0321,0.448,0.0,0.232,0.686,138.041,4.0,521.0,brazil
"夏の“好き""はご用心",251880,False,15,STU48,花は誰のもの?公演「夏の“好き”はご用心」「そして人間は無力と思い知る」,0.538,0.92,8,-2.292,1.0,0.0673,0.0355,4.04e-06,0.321,0.789,158.011,4.0,646.0,j-idol
苦瓜,278160,False,50,Eason Chan,Stranger Under My Skin,0.379,0.427,2,-9.284,1.0,0.048,0.646,0.0,0.109,0.459,185.952,4.0,842.0,mandopop
Never Sleep Again (Keinemusik Remix),432360,False,5,Solomun;Keinemusik;Adam Port;&ME;Rampa,"Nobody Is Not Loved, Remixes, Pt. 3",0.804,0.819,0,-9.619,0.0,0.044,0.000203,0.935,0.0832,0.372,119.993,4.0,864.0,techno
Everytime We Touch - Sound Rush Remix,216937,False,62,Cascada;Sound Rush,Everytime We Touch (Sound Rush Remix),0.57,0.961,5,-3.913,0.0,0.0871,0.00236,0.00014,0.222,0.452,150.056,4.0,531.0,techno
Savages (Part 2),135000,False,16,Haruki Sayama;Ryoichi Fukuzawa;Yuko Doi;Music Creation,Pocahontas (Original Motion Picture Soundtrack/Japanese Version),0.221,0.325,2,-14.88,1.0,0.0553,0.912,0.000919,0.318,0.195,66.599,4.0,144.0,disney
My Possession,305066,False,21,Ministry,Twitch,0.724,0.993,10,-11.822,1.0,0.0593,0.0587,0.665,0.357,0.165,103.982,4.0,519.0,industrial
Vega,151565,False,8,"Sarah, the Illstrumentalist",Constellations,0.602,0.337,5,-16.022,1.0,0.0408,0.812,0.957,0.104,0.551,91.964,4.0,229.0,study
"Jhumritalaiyya (From ""Jagga Jasoos"")",239374,False,47,Pritam;Arijit Singh;Mohan Kannan,"Jhumritalaiyya (From ""Jagga Jasoos"")",0.531,0.787,0,-5.24,1.0,0.0452,0.548,1.41e-05,0.0813,0.693,88.943,4.0,345.0,indian
Mad Cat,295906,False,3,Roni Size,New Forms,0.434,0.989,1,-7.275,1.0,0.09,0.018,0.316,0.188,0.604,169.67,4.0,834.0,breakbeat
Run Amok (Against Time Rebels),282240,False,6,Stendeck,Scintilla,0.557,0.951,4,-9.666,0.0,0.0485,0.000171,0.878,0.137,0.201,128.011,4.0,602.0,idm
"Soul Buster, Pt. 1",219760,False,1,The Mighty Imperials;Joseph Henry,Thunder Chicken,0.601,0.968,0,-8.814,1.0,0.0426,0.0643,0.597,0.285,0.88,105.657,4.0,381.0,afrobeat
真夏の太陽,249760,False,30,Sakurako Ohara,真夏の太陽,0.546,0.931,5,-2.52,1.0,0.0456,0.0104,0.0,0.362,0.748,140.003,4.0,568.0,j-idol
Headstones and the Walking Dead,207360,False,33,Coal Chamber,Giving the Devil His Due,0.427,0.87,7,-4.375,1.0,0.0993,0.000686,0.0257,0.148,0.435,132.503,4.0,419.0,industrial
Cursed Be Thy Kingdom,176746,False,16,Bewitcher,Cursed Be Thy Kingdom,0.295,0.953,4,-5.58,1.0,0.0814,2.72e-06,0.000332,0.142,0.645,141.102,4.0,408.0,black-metal
83,267739,False,0,Farzad Golpayegani,Five,0.235,0.732,4,-3.793,1.0,0.0397,4.24e-05,0.448,0.131,0.27,139.823,4.0,612.0,iranian
Sutil dolor,203066,False,30,Benny,Cielo,0.596,0.529,7,-8.958,1.0,0.0327,0.0276,0.00187,0.0811,0.535,144.954,4.0,477.0,spanish
Tum 2.0,235394,False,47,Anurag Vashisht;Riya Tickoo,Tum 2.0,0.456,0.388,1,-9.231,1.0,0.0405,0.692,0.0,0.163,0.293,171.443,4.0,662.0,indian
Love Docchi♡,216840,False,21,Last Idol,Everything will be all right (Special Edition),0.457,0.99,2,-2.152,1.0,0.0889,0.000661,7.27e-06,0.0981,0.795,168.053,4.0,591.0,j-idol
Ninety Nine Years (And One Dark Day),188426,False,25,Hot Rize,Hot Rize,0.642,0.463,11,-13.129,1.0,0.0326,0.345,0.079,0.0744,0.918,110.499,4.0,331.0,bluegrass
The Perfect Drug,315440,False,57,Nine Inch Nails,Lost Highway,0.627,0.883,5,-8.988,0.0,0.0947,0.0207,0.00346,0.323,0.252,149.024,4.0,783.0,industrial
醉清風,261982,False,48,Xian Zi,不愛最大,0.584,0.408,11,-9.703,1.0,0.0441,0.724,3.03e-06,0.0732,0.28,149.918,4.0,642.0,mandopop
Insomniac,158069,False,11,Matt Large,Stances,0.496,0.271,8,-10.516,1.0,0.0372,0.000386,0.567,0.134,0.101,83.0,4.0,216.0,study
把今生忘掉,247840,False,24,Andy Lau,我和我追逐的夢,0.514,0.416,1,-11.158,1.0,0.0294,0.364,3.88e-06,0.128,0.319,135.8,4.0,547.0,mandopop
La Hija De Las Estrellas,224567,False,26,Saurom,La Hija De Las Estrellas,0.441,0.864,4,-5.068,0.0,0.0537,0.00725,2.87e-05,0.202,0.282,77.465,4.0,286.0,spanish
Nadie Como Tú,266448,False,38,Cyclo;Zarcort;Piter-G,Amor y Muerte,0.818,0.367,8,-10.015,0.0,0.109,0.486,2.32e-05,0.105,0.194,97.976,4.0,434.0,spanish
As Always (Full Vocal Version),386053,True,15,"Farley ""Jackmaster"" Funk","Farley ""Jackmaster"" Funk",0.673,0.874,11,-5.315,1.0,0.129,0.0721,4.55e-06,0.127,0.723,115.47,4.0,742.0,chicago-house
Love in the 90's,208000,False,9,Melorman,Getting Sleepy,0.701,0.495,4,-16.659,1.0,0.11,0.604,0.944,0.112,0.707,180.073,4.0,613.0,idm
Anaadi Ananta,390016,False,26,Kailash Kher,Anaadi Ananta,0.49,0.699,8,-7.564,1.0,0.0476,0.349,0.000241,0.178,0.156,100.288,4.0,643.0,indian
Violator,294640,False,26,Ra,From One,0.529,0.834,0,-6.534,1.0,0.0378,3.44e-05,0.000392,0.145,0.51,102.028,4.0,501.0,industrial
Kummati,213333,False,13,6091,Kummati,0.578,0.459,11,-11.68,1.0,0.0863,0.674,0.349,0.377,0.182,152.94,4.0,541.0,indian
Christmas in Florida,132811,False,2,Timothy Infinite,Stocking Stuffers,0.781,0.429,1,-6.074,1.0,0.0345,0.232,0.831,0.103,0.703,80.517,4.0,176.0,study
Déjame Vivir,227124,False,7,Fernando Corona;Cristina Eustace,Déjame Vivir,0.689,0.501,2,-13.741,1.0,0.0624,0.294,0.0,0.354,0.546,135.024,4.0,508.0,idm
冰激淋,228311,False,31,Z.TAO,失眠,0.567,0.428,3,-8.01,1.0,0.124,0.419,0.0,0.109,0.524,167.046,4.0,619.0,mandopop
Smoke Gets In...,222906,False,1,The Budos Band,The Budos Band EP,0.513,0.347,9,-13.798,1.0,0.0293,0.000155,0.894,0.0895,0.279,107.468,4.0,346.0,afrobeat
Agora Somos Ex,210573,False,50,Silvanno Salles,Silvanno Salles Volume 28,0.763,0.742,10,-3.501,1.0,0.0373,0.786,0.0,0.114,0.835,139.047,4.0,488.0,forro
Red Pyramid X,325198,False,16,Neo Fresco,"No False Idols, Chapter 1",0.792,0.955,11,-6.089,1.0,0.0482,9.2e-05,0.879,0.0586,0.118,123.984,4.0,655.0,techno
Sticky Situation,251361,False,15,Dub Pistols;Seanie Tee;Chezidek,Return of the Pistoleros,0.588,0.805,7,-4.603,1.0,0.0697,0.00162,0.000398,0.406,0.615,174.058,4.0,726.0,breakbeat
Pretos Ganhando Dinheiro Incomoda Demais,198920,False,29,Criolo,Sobre Viver,0.637,0.715,0,-7.032,1.0,0.074,0.0518,4.65e-05,0.122,0.347,109.859,4.0,351.0,brazil
Volta Morena,231781,False,36,Iguinho e Lulinha,Simbora pra Vaquejada,0.565,0.847,11,-4.714,1.0,0.0316,0.411,2.83e-05,0.3,0.716,152.076,4.0,583.0,forro
特別的愛給特別的你,299028,False,59,SKY WU,特別的愛給特別的你,0.524,0.467,5,-12.038,0.0,0.0365,0.629,0.000176,0.132,0.477,204.036,4.0,996.0,mandopop
Vai dar Caô,128903,False,41,Paulo Pires,Vai dar Caô,0.718,0.81,1,-4.458,1.0,0.0687,0.0729,0.0,0.053,0.886,154.788,4.0,321.0,forro
Let's get it on,364373,True,20,Art Of Fighters;Endymion,Let's get it on,0.468,0.912,10,-6.14,0.0,0.126,0.0411,6.48e-05,0.311,0.255,162.934,4.0,982.0,happy
Embalming The Masses,279226,False,19,Rose Funeral,The Resting Sonata,0.257,0.899,0,-8.823,0.0,0.0999,7.44e-06,0.684,0.0642,0.278,110.944,4.0,517.0,black-metal
Bedroom (feat. Anne-Marie),203990,True,55,JJ Lin;Anne-Marie,Like You Do,0.369,0.424,7,-5.431,1.0,0.0318,0.64,0.0,0.184,0.181,179.597,4.0,599.0,mandopop
Ihr könnt Euch einfach mal - Walter Wild Mix,277416,True,23,Ikke Hüftgold;Basti Trailerpark;Walter Wild,Ihr könnt Euch einfach mal,0.671,0.95,11,-3.39,1.0,0.104,0.0358,1.97e-06,0.366,0.6,139.986,4.0,634.0,happy
Laboratory,339560,False,0,Soheil Soheili,Visions of Darkness (In Iranian Contemporary Music),0.101,0.516,7,-12.037,0.0,0.0563,0.973,0.573,0.0738,0.0324,91.042,3.0,549.0,iranian
當我們一起走過,284853,False,52,Sodagreen,你在煩惱什麼,0.487,0.414,10,-8.779,1.0,0.0279,0.509,0.0,0.117,0.352,76.953,4.0,361.0,mandopop
Play for Real - Dirtyphonics Remix,296914,True,45,The Crystal Method;The Heavy,Play for Real,0.463,0.705,11,-6.072,1.0,0.0596,0.00145,0.00084,0.204,0.439,175.002,4.0,859.0,breakbeat
Zipbag Happiness,96000,False,13,Beat Oven,Beat Soup,0.752,0.313,10,-13.688,0.0,0.078,0.398,0.847,0.198,0.359,79.961,4.0,127.0,study
白色風車,270586,False,52,Jay Chou,依然范特西,0.536,0.613,2,-5.791,1.0,0.0247,0.297,0.0,0.147,0.252,141.991,4.0,636.0,mandopop
The Lurch,238400,False,0,Two Lone Swordsmen,From The Double Gone Chapel,0.714,0.614,10,-9.921,1.0,0.0267,0.00431,0.935,0.132,0.69,114.059,4.0,452.0,idm
"Golpe Vai, Golpe Vem",152000,False,34,Vitinho Imperador,Na Pegada do Imperador,0.721,0.889,2,-4.862,0.0,0.0624,0.225,2.66e-06,0.141,0.843,150.079,4.0,379.0,forro
Devil Dance,332717,False,14,Alignment,ROUND ONE,0.603,0.982,6,-4.088,1.0,0.0506,3.05e-05,0.768,0.0797,0.111,140.006,4.0,770.0,techno
The End Of The Beginning,313046,False,28,Dj Gizmo,Best Of ’91 –’98 Ep Volume 2,0.459,0.966,7,-7.532,1.0,0.135,0.000228,0.726,0.445,0.0425,190.86,4.0,978.0,happy
Família - Ao Vivo,328413,False,49,Régis Danese,Família (Ao Vivo),0.461,0.292,7,-13.766,1.0,0.0306,0.66,0.0,0.296,0.171,129.679,4.0,699.0,brazil
安靜了,271280,False,52,S.H.E,我的電臺FM S.H.E,0.595,0.593,0,-5.967,1.0,0.0288,0.634,0.0,0.125,0.357,133.965,4.0,590.0,mandopop
Ele Não Mudou,269183,False,47,Kellen Byanca;Kiara Vitória,Ele Não Mudou,0.559,0.632,8,-4.869,1.0,0.0309,0.105,0.0,0.15,0.31,133.816,4.0,588.0,brazil
Game of Illusions - Original Mix,207174,False,0,Chaos Descent,When Life Leads Us to Death,0.543,0.948,9,-4.948,1.0,0.083,0.000809,0.0,0.407,0.271,100.039,4.0,340.0,iranian
Rojitas las orejas,224133,False,60,Fito y Fitipaldis,A Puerta Cerrada,0.683,0.638,4,-10.8,1.0,0.0567,0.441,0.000131,0.121,0.509,157.931,4.0,576.0,spanish
Ladders,302573,False,0,Ashbury Heights,The Victorian Wallflowers,0.632,0.851,7,-6.173,1.0,0.0753,0.00359,1.14e-05,0.103,0.332,130.029,4.0,643.0,industrial
Emerging Space,253335,False,0,Spuntic,Out of Step,0.0992,0.254,0,-16.296,1.0,0.0327,0.897,0.0995,0.392,0.033,82.701,4.0,346.0,iranian
KTMBK,154434,False,69,Zaeden;Hanita Bhambri,Genesis 1:1,0.898,0.435,6,-8.834,1.0,0.0489,0.555,0.0,0.139,0.836,115.034,4.0,292.0,indian
Short Skirts,138800,False,15,Felix Da Housecat,Devin Dazzle & The Neon Fever,0.818,0.572,0,-5.376,1.0,0.143,0.0164,0.0,0.296,0.414,136.018,4.0,312.0,chicago-house
Subliminal,289746,True,23,NEO JAPONISM,THE SPIRIT,0.552,0.749,7,-3.841,0.0,0.0431,0.00104,0.0,0.317,0.289,151.93,4.0,717.0,j-idol
Let The Beat Go - Original Mix,307200,False,17,S3RL;J0hnny,Let The Beat Go,0.522,0.988,1,-1.314,1.0,0.135,0.000441,0.0283,0.0712,0.551,174.987,4.0,893.0,happy
Wickedness,274000,False,24,Aesthetic Perfection,Into the Black,0.652,0.838,2,-6.091,1.0,0.0609,0.0187,4.24e-05,0.274,0.682,120.021,4.0,543.0,industrial
On A Friday,253400,False,21,Blaqk Audio,CexCells,0.57,0.926,0,-5.929,1.0,0.0428,0.00245,0.0228,0.129,0.537,144.929,4.0,610.0,industrial
I like It Loud (DJ Mix) - Extended Mix,396252,False,0,The Prophet,The Hardcore Archive Part 3 (1997),0.716,0.972,10,-5.634,0.0,0.0416,0.000145,0.0356,0.125,0.0837,92.457,4.0,599.0,happy
溺愛失調症,248622,False,20,夜光性アミューズ,夜光性イントロデュース,0.579,0.955,1,-4.146,0.0,0.128,0.043,0.0,0.0669,0.319,99.977,4.0,407.0,j-idol
Som vanligt,174040,False,35,Bo Sundström,Det kanske händer,0.483,0.146,3,-13.221,1.0,0.0329,0.853,8.51e-05,0.151,0.288,82.335,3.0,228.0,j-dance
Soulfly XI,205929,False,45,Soulfly,Ritual,0.488,0.45,11,-9.559,1.0,0.0386,0.574,0.9,0.107,0.313,160.245,4.0,534.0,industrial
Alle Remmen Los! - Radio Edit,180016,True,18,Neophyte;Dr Phunk;Tim Beumers,Alle Remmen Los! (Radio Edit),0.615,0.873,2,-3.852,1.0,0.042,0.107,1.01e-05,0.0863,0.279,154.944,4.0,459.0,happy
Invisible Love,274346,False,26,Los Amigos Invisibles,Repeat After Me,0.731,0.747,11,-6.612,1.0,0.0305,0.0136,0.0301,0.09,0.962,125.98,4.0,576.0,afrobeat
Cyber Ravage - Vector Seven Remix,252285,False,12,Absolute Valentine;Powernerd;Vector Seven,Cyber Ravage (Vector Seven Remix),0.539,0.831,2,-6.177,1.0,0.0585,0.0471,0.772,0.157,0.15,105.009,4.0,432.0,techno
Forever Home (feat. Florida Georgia Line),207720,False,45,Chris Tomlin;Florida Georgia Line,Chris Tomlin & Friends,0.619,0.621,6,-4.78,1.0,0.0229,0.461,0.0,0.186,0.633,92.017,4.0,305.0,mandopop
すきっ！,316333,False,42,Tokimeki Sendenbu,ときおとめ,0.572,0.952,10,-2.318,1.0,0.0646,0.0188,5.09e-06,0.387,0.445,163.008,4.0,852.0,j-idol
Mexican Radio,209320,False,2,Celtic Frost,Into the Pandemonium,0.242,0.931,7,-7.779,1.0,0.0777,9.83e-06,0.0792,0.0371,0.424,178.937,4.0,610.0,black-metal
PLAYER,263474,False,19,PASSEPIED,ニュイ,0.617,0.839,1,-5.192,1.0,0.0366,0.024,0.0342,0.0675,0.846,170.02,4.0,729.0,j-idol
Tak jak i ty,265984,False,29,Natalia Piotrowska;Kuba Jurzyk;Bartek Królak,Tak jak i ty,0.688,0.516,4,-5.456,0.0,0.0261,0.318,0.0,0.111,0.258,126.976,3.0,546.0,disney
Prospect (feat. ÄTNA),267054,False,16,Solomun;ÄTNA,Nobody Is Not Loved,0.853,0.403,9,-10.004,0.0,0.0515,0.0801,0.424,0.0421,0.377,122.003,4.0,527.0,techno
Little Robot,363880,False,33,Amelie Lens,Little Robot EP,0.606,0.867,10,-8.57,1.0,0.0559,0.000156,0.834,0.0847,0.033,131.985,4.0,792.0,techno
曇天,218346,False,22,Shiritsu Ebisu Chugaku,MUSiC,0.602,0.861,9,-4.019,1.0,0.063,0.0243,0.0019,0.202,0.536,133.944,4.0,477.0,j-idol
走在雨中,217569,False,17,Johnny Yin,時空寄語,0.607,0.211,11,-14.702,0.0,0.0313,0.646,0.0,0.0857,0.215,105.687,4.0,372.0,mandopop
Diablo,164669,False,64,Beret;Estopa,Diablo,0.542,0.871,1,-2.871,1.0,0.0456,0.051,0.0,0.195,0.557,134.983,3.0,354.0,spanish
Adiós Batata - Cerrero Dub Mix,407295,False,26,Son Palenque;Cerrero;El León Pardo,Adiós Batata (Cerrero Dub Mix),0.625,0.703,9,-5.571,0.0,0.132,0.172,0.00493,0.174,0.487,114.113,4.0,783.0,afrobeat
Dancin (feat. Luvli) - Krono Extended Remix,271986,False,52,Aaron Smith;Krono;Luvli,Dancin (Remixes) - EP1 (feat. Luvli),0.77,0.767,6,-6.978,1.0,0.0335,0.00737,0.000894,0.0716,0.486,119.995,4.0,528.0,chicago-house
Mazaak,212054,False,67,Anuv Jain,Mazaak,0.534,0.461,2,-11.292,1.0,0.0295,0.795,1.51e-06,0.114,0.244,145.972,4.0,502.0,indian
Morning Child - Radio Edit,207800,False,15,4hero,Morning Child,0.493,0.674,11,-8.374,0.0,0.0378,0.0641,0.0081,0.412,0.46,88.89,4.0,303.0,industrial
夏を待ちきれなくて,275666,False,37,TUBE,BEST of TUBEst ~All Time Best~,0.607,0.859,2,-4.965,0.0,0.0399,0.0892,0.0,0.0629,0.456,120.001,4.0,544.0,j-idol
Antes de que cuente diez,285040,False,66,Fito y Fitipaldis,Antes de que cuente diez,0.521,0.852,6,-5.014,1.0,0.0624,0.0835,0.0,0.365,0.523,151.012,4.0,708.0,spanish
A Crooked Road,251586,False,29,Darrell Scott,A Crooked Road,0.459,0.242,0,-12.189,1.0,0.0354,0.898,0.0173,0.0957,0.523,108.175,4.0,438.0,bluegrass
Cue Points,145219,False,17,Dusty Decks,Cue Points,0.648,0.357,0,-8.105,1.0,0.0399,0.597,0.835,0.169,0.528,83.084,4.0,199.0,study
Desátame,285986,False,27,Monica Naranjo,Esencial Monica Naranjo,0.572,0.937,7,-3.721,1.0,0.0587,0.0367,1.77e-06,0.0839,0.567,136.268,4.0,647.0,spanish
Two,227800,False,7,Seekae,+DOME,0.711,0.613,11,-13.991,1.0,0.0541,0.539,0.259,0.155,0.354,135.008,4.0,512.0,idm
Don't Judge Me,146666,True,20,Hypocrisy,Catch 22,0.404,0.971,1,-7.395,0.0,0.0691,1.48e-06,0.076,0.0621,0.153,109.993,4.0,264.0,black-metal
牛仔很忙,166186,False,45,Jay Chou,我很忙,0.728,0.78,0,-7.71,1.0,0.0351,0.336,1.6e-05,0.157,0.892,124.011,4.0,335.0,mandopop
Czy ktoś uwierzy w to?,262640,False,22,Ewa Prus;Julia Totoszko;Jakub Strach;Mateusz Panasiuk,Mary Poppins powraca (Ścieżka Dźwiękowa z Filmu),0.562,0.416,8,-11.119,1.0,0.129,0.818,0.0,0.258,0.474,117.046,4.0,505.0,disney
Zo'n vriend als ik,149173,False,38,Pierre Bokma,Aladdin (Originele Nederlandstalige Soundtrack),0.648,0.552,7,-13.805,1.0,0.0914,0.605,0.0,0.407,0.79,97.886,4.0,236.0,disney
COLORWAY,90000,False,60,DESTIN CONRAD,COLORWAY,0.582,0.582,6,-5.706,1.0,0.0887,0.282,0.00863,0.317,0.658,76.864,4.0,115.0,sleep
Let's Bounce,241907,False,19,Plump DJs,Let's Bounce,0.904,0.75,1,-3.189,1.0,0.0549,0.00336,0.105,0.0685,0.671,126.006,4.0,505.0,breakbeat
Psychosadomasochism,241600,False,17,King Satan,I Want You to Worship Satan,0.613,0.882,7,-7.843,1.0,0.0466,0.00209,0.000298,0.198,0.481,119.967,4.0,473.0,industrial
Ordsmedar Av Rang,267386,True,8,Kvelertak,Kvelertak,0.4,0.823,0,-5.412,1.0,0.0563,0.000337,0.787,0.1,0.128,134.887,4.0,597.0,black-metal
The Girl from West Virginia,176266,False,23,Doyle Lawson & Quicksilver,A School Of Bluegrass,0.64,0.535,11,-10.938,1.0,0.0295,0.375,0.00135,0.0956,0.939,110.342,4.0,313.0,bluegrass
1000 Tote Nutten,365880,True,21,Eisregen,Hexenhaus,0.348,0.968,2,-4.887,1.0,0.0831,1.33e-05,0.00338,0.409,0.259,150.064,4.0,893.0,black-metal
I've Gotta Get A Message to You,278540,False,25,Bobby Osborne;Alison Brown;Claire Lynch;Rob Ickes;Sierra Hull;Stuart Duncan;Trey Hensley,Original,0.664,0.695,0,-9.387,1.0,0.0308,0.454,0.0403,0.37,0.887,120.985,4.0,557.0,bluegrass
Cachorrada,144475,False,35,Henry Freitas,Cachorrada,0.746,0.94,1,-3.273,1.0,0.0413,0.381,1.96e-05,0.0962,0.968,147.071,4.0,345.0,forro
浪漫血液,272529,False,46,JJ Lin,新地球 - 人 (Special Edition),0.473,0.58,4,-4.802,1.0,0.0313,0.461,0.0,0.0986,0.22,135.821,4.0,613.0,mandopop
