,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
11769,Crown Shy,230787,False,0,Plaid,Polymer,0.553,0.591,9,-10.061,1.0,0.0463,0.00156,0.186,0.426,0.266,94.873,4.0,357.0,idm
11770,The Antidote,435223,False,46,T78;Ballarak,The Antidote,0.574,0.971,8,-5.53,0.0,0.044,0.00198,0.823,0.104,0.0741,134.002,4.0,959.0,techno
11771,制服のマネキン,263133,False,23,Nogizaka46,Time flies (Complete Edition),0.598,0.967,5,-3.756,1.0,0.0748,0.0939,0.0,0.364,0.516,130.026,4.0,560.0,j-idol
11772,Doorie,233826,False,51,Twin Strings,Doorie,0.418,0.293,8,-11.182,0.0,0.0285,0.812,0.000131,0.106,0.133,137.747,3.0,514.0,indian
11773,Closer X Channa Mereya,232150,False,0,Pranish VP,Closer X Channa Mereya,0.564,0.451,4,-8.226,1.0,0.0269,0.687,0.0,0.206,0.743,90.005,4.0,344.0,indian
11774,Cuchi-cuchi,321541,False,22,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 2,0.566,0.778,9,-7.04,1.0,0.058,0.362,0.101,0.985,0.362,125.423,4.0,670.0,afrobeat
11775,Orihime,164576,False,31,WEDNESDAY CAMPANELLA,Neon,0.789,0.912,6,-4.458,0.0,0.0665,0.0907,3.64e-05,0.329,0.672,123.028,4.0,332.0,j-dance
11776,Rosé For Breakfast,164810,False,46,PIÑA PINK,Rosé For Breakfast,0.726,0.213,10,-15.004,1.0,0.0489,0.973,0.909,0.683,0.14,79.027,4.0,214.0,study
11777,Runaway (with Sigala & JP Cooper),168196,False,43,R3HAB;Sigala;JP Cooper,Runaway (with Sigala & JP Cooper),0.617,0.756,3,-5.811,1.0,0.104,0.213,0.0,0.152,0.432,121.828,4.0,333.0,chicago-house
11778,Las Frutas,206880,False,18,Canciones Infantiles;Musica Infantil;Rondas Infantiles,Subete Al Tren de La Alegria,0.894,0.65,2,-11.501,1.0,0.0389,0.00113,0.421,0.175,0.988,105.064,4.0,354.0,disney
11779,Fan Whir,162000,False,31,White Noise for Babies;Natural White Noise for Babies;White Noise Baby Sleep;White Noise Nature Sounds Baby Sleep,White Noise Colic Relief,0.112,0.0608,1,-34.66,0.0,0.0554,0.84,1.0,0.113,0.0184,94.81,1.0,251.0,sleep
11780,O Choro é Livre,219742,False,40,Priscila Senna,O Choro é Livre,0.564,0.622,5,-5.039,1.0,0.0281,0.664,0.0,0.0967,0.452,141.925,4.0,508.0,forro
11781,I Love Music - Remastered,430986,False,21,Lafayette Afro Rock Band,Malik,0.512,0.851,5,-6.583,0.0,0.0301,0.000473,0.922,0.056,0.73,132.212,4.0,937.0,afrobeat
11782,Mending the Fence,370746,False,32,The Lil Smokies,The Lil Smokies,0.485,0.54,7,-10.213,1.0,0.0336,0.536,0.00123,0.2,0.575,140.105,4.0,857.0,bluegrass
11783,KING,151461,False,51,二口魔菜 Futakuchi Mana,Covers 2021,0.361,0.976,1,-3.136,1.0,0.18,0.000373,0.000624,0.457,0.289,166.085,4.0,415.0,j-idol
11784,Solar Soul,224400,False,21,Samael,Solar Soul,0.535,0.981,2,-3.85,1.0,0.103,0.00106,0.0425,0.604,0.256,120.015,4.0,445.0,black-metal
11785,Água (Versão Estendida),306750,False,32,BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida),0.74,0.8,7,-6.65,0.0,0.0422,0.211,0.0969,0.11,0.763,96.998,4.0,490.0,afrobeat
11786,If I Can't Get Down - Luke Solomon's Clubland Remix,216791,False,16,Mike Dunn;Luke Solomon,My House From All Angles (Remixes),0.78,0.843,7,-7.399,1.0,0.0781,0.0161,0.317,0.0594,0.665,124.022,4.0,448.0,chicago-house
11787,もしかして探し,199988,False,23,夜光性アミューズ,夜光性イントロデュース,0.515,0.965,5,-2.892,1.0,0.23,0.148,0.0,0.169,0.659,94.409,4.0,302.0,j-idol
11788,Solo Strike,303573,False,0,Two Lone Swordsmen,Tiny Reminders,0.788,0.664,4,-13.386,1.0,0.0558,0.0132,0.841,0.105,0.698,135.043,4.0,674.0,idm
11789,Lunar Nights,394373,True,17,Carpathian Forest,Black Shining Leather,0.171,0.807,8,-7.643,0.0,0.055,3.31e-06,0.84,0.156,0.151,124.244,4.0,831.0,black-metal
11790,40 Miles from Denver,226586,False,41,Yonder Mountain String Band,Elevation,0.631,0.548,7,-8.886,1.0,0.0275,0.81,0.0193,0.272,0.622,108.004,4.0,397.0,bluegrass
11791,Large Industrial Air Conditioner,78907,False,38,Sleep Baby Sleep;Baby Sleep Through the Night;Sweet Baby Sleep Baby,"Fans, Air Units, and Other Office Ambiences (Loopable Audio for Ambiance, Meditation, Insomnia, and Restless Children)",0.211,0.158,1,-26.085,1.0,0.0838,0.12,1.0,0.12,0.0632,65.568,3.0,86.0,sleep
11792,A Deathpact Most Imminent,308667,False,17,Manes,Be All End All,0.586,0.605,11,-12.281,0.0,0.0279,0.0199,0.791,0.0874,0.215,110.026,4.0,557.0,black-metal
11793,Det Svartner Nå,338173,False,16,Darkthrone,Hate Them,0.288,0.992,1,-4.202,1.0,0.0808,1.7e-05,0.279,0.12,0.0599,126.17,4.0,704.0,black-metal
11794,Sanctity Of Space III: Meteoroid,240000,False,13,Nosferatu,Sanctity Of Space III: The Nebula Project,0.327,0.991,11,-0.811,1.0,0.223,0.000738,0.765,0.125,0.172,174.082,4.0,607.0,happy
11795,Hands Together (House of Omni Hands Together Extended Club Mix) - Mixed,274836,False,5,Gershon Jackson;Reset Preset;Ella,Glitterbox - Pump The Boogie! (Mixed),0.592,0.885,5,-5.783,0.0,0.197,0.00145,0.334,0.288,0.596,124.008,4.0,567.0,chicago-house
11796,Invoking the Majestic Throne of Satan,334040,False,18,Inquisition,Invoking the Majestic Throne of Satan,0.204,0.962,7,-5.079,1.0,0.0941,0.00134,0.929,0.0513,0.138,140.079,4.0,775.0,black-metal
11797,Sigmund Freud's Impersonation of Albert Einstein in America,173440,False,20,Randy Newman,Little Criminals,0.411,0.2,5,-16.037,1.0,0.0262,0.3,0.00926,0.0887,0.184,79.011,4.0,220.0,disney
11798,"Last Men, Last Dreams",453946,False,0,Silent Path,Mourner Portraits,0.124,0.802,9,-6.376,0.0,0.0733,0.491,0.9,0.121,0.0389,75.878,3.0,569.0,iranian
11799,Ponto Fraco,182277,False,8,Manim Vaqueiro,Não Acaba Não,0.826,0.815,2,-4.725,0.0,0.0421,0.469,0.0,0.0514,0.902,156.058,4.0,471.0,forro
11800,Down Home Summertime Blues,222000,False,21,Norman Blake,Back Home In Sulphur Springs,0.618,0.474,7,-11.444,1.0,0.0285,0.866,0.0066,0.101,0.477,93.43,4.0,338.0,bluegrass
11801,Rahogi Meri,252382,False,53,Pritam;Arijit Singh,Love Aaj Kal (Original Motion Picture Soundtrack),0.453,0.424,0,-7.413,1.0,0.0245,0.554,9.91e-05,0.0962,0.253,83.092,4.0,344.0,indian
11802,The Golden Path,287440,False,33,The Chemical Brothers;The Flaming Lips,Brotherhood (Deluxe),0.642,0.83,2,-5.903,1.0,0.0336,0.263,0.0032,0.0839,0.551,135.982,4.0,631.0,breakbeat
11803,渚のはいから人魚,249967,False,35,Kyoko Koizumi,渚のはいから人魚,0.727,0.905,0,-5.853,1.0,0.0745,0.014,4.85e-06,0.0735,0.763,154.866,4.0,635.0,techno
11804,Free Yourself,261266,False,40,The Chemical Brothers,No Geography,0.63,0.771,1,-7.642,1.0,0.0418,0.00975,0.304,0.433,0.446,125.02,4.0,543.0,breakbeat
11805,Bomber,404285,False,14,Aphrodite,Aphro Classics 2,0.405,0.988,6,-2.767,1.0,0.216,0.111,0.798,0.212,0.383,168.005,4.0,1063.0,breakbeat
11806,Daydream,158571,False,39,Ensidya,Daydream,0.68,0.206,8,-10.361,1.0,0.0671,0.582,0.519,0.0957,0.168,70.094,4.0,180.0,study
11807,Dirtygrrrls/Dirtybois,230008,False,25,Faderhead,FH2,0.776,0.912,11,-5.042,1.0,0.0484,0.00459,0.0056,0.0673,0.898,130.019,4.0,494.0,industrial
11808,Angerfist - Dance With the Wolves - The Sickest Squad-Remix,354666,True,16,The Sickest Squad,Opera Prima,0.518,0.99,11,-2.749,0.0,0.388,0.00183,0.0386,0.0639,0.166,180.062,4.0,1058.0,happy
11809,De Mais Ninguém,187226,False,18,Edu Ribeiro,Luau,0.737,0.619,2,-8.131,1.0,0.0292,0.0837,0.0,0.0901,0.588,133.949,4.0,415.0,brazil
11810,Free Born Man - Original Federal Recordings,174640,False,18,Jimmy Martin,Best Of The Best (Original Federal Recordings),0.56,0.781,9,-8.251,1.0,0.0575,0.238,0.000265,0.0779,0.814,121.127,4.0,344.0,bluegrass
11811,Langit Abu - Abu - Live,267990,False,36,Tulus,Langsung Dari Konser Monokrom Jakarta (Live),0.256,0.204,2,-13.925,1.0,0.0843,0.814,0.0,0.702,0.323,77.735,1.0,590.0,j-dance
11812,寂寞沙洲冷,277333,False,0,Steve Chou,星空下的傳說,0.704,0.498,7,-5.996,1.0,0.0459,0.351,0.0,0.181,0.665,119.979,4.0,543.0,mandopop
11813,瞳はダイアモンド - Diamond Eyes,258160,False,18,Seiko Matsuda,続・40周年記念アルバム 「SEIKO MATSUDA 2021」,0.293,0.484,7,-7.425,1.0,0.0338,0.729,1.3e-06,0.122,0.151,77.003,4.0,320.0,j-idol
11814,白雪姫(version2016),271640,False,26,Flower,THIS IS Flower THIS IS BEST,0.482,0.694,2,-3.027,0.0,0.0396,0.278,0.0,0.176,0.406,159.882,4.0,705.0,j-idol
11815,Farishton,217120,False,37,Khatija Rahman,Farishton,0.291,0.249,9,-10.955,1.0,0.031,0.889,2.37e-06,0.0934,0.402,146.876,3.0,517.0,indian
11816,Sunday Mood,108979,False,10,Almo X,Moments,0.73,0.151,9,-13.028,0.0,0.203,0.763,0.685,0.112,0.669,146.977,4.0,263.0,study
11817,Grazing In The Grass,156946,False,21,Hugh Masekela,60's Gold,0.673,0.697,5,-6.953,1.0,0.0271,0.518,0.831,0.256,0.911,107.46,4.0,279.0,afrobeat
11818,Egyptian Pools,130677,False,0,Jinsang,Meditation - EP,0.665,0.597,5,-9.669,0.0,0.274,0.845,0.919,0.11,0.81,78.681,4.0,171.0,study
11819,Cometas por el Cielo - Directo Mexico,334733,False,25,La Oreja de Van Gogh,Cometas por el Cielo en Directo Desde América,0.462,0.827,4,-7.946,1.0,0.0627,0.0591,0.00013,0.977,0.248,142.051,4.0,791.0,spanish
11820,Bring os ære,182240,False,23,Pernille Højgaard;Pernille Bruun;Malene Nordtorp;Ghita Nørby;Airborne,Mulan (Originalt Dansk Soundtrack),0.546,0.448,7,-10.395,1.0,0.0338,0.272,0.0,0.0913,0.695,84.195,4.0,249.0,disney
11821,Mr. Chicken - Live,323532,False,32,Deluxe,Live à l'Olympia,0.751,0.642,9,-8.566,1.0,0.105,0.306,0.0,0.949,0.686,112.03,4.0,603.0,spanish
11822,Allegro En Si Bemol K003,64330,False,35,Sweet Little Band,Mozart Para Bebês,0.874,0.204,10,-13.361,1.0,0.051,0.942,0.794,0.0734,0.961,119.997,4.0,119.0,disney
11823,Shatter,21240,False,0,Leila Bela,Angra Manyu,0.424,0.869,9,-8.168,1.0,0.0728,0.707,0.0893,0.117,0.0,135.107,4.0,37.0,iranian
11824,The Wait Is Over,139770,False,26,Matt Large,As Real As It Gets,0.676,0.397,2,-10.426,1.0,0.0367,0.132,0.948,0.109,0.296,87.991,4.0,205.0,study
11825,New Money,173333,True,0,Popcaan;Louie Vito,New Money - Single,0.494,0.63,7,-7.543,1.0,0.344,0.104,0.0,0.167,0.667,179.304,5.0,515.0,j-dance
11826,Respeita Januário,150565,False,45,Luiz Gonzaga,A Raíz do Nordeste,0.765,0.501,8,-6.049,1.0,0.156,0.82,0.0,0.246,0.746,84.604,4.0,212.0,forro
11827,I’m A Little Teapot,63333,False,40,Helen Goodwin,24 Children's Classics,0.914,0.263,10,-15.244,1.0,0.0518,0.642,1.44e-05,0.0569,0.962,125.026,4.0,120.0,disney
11828,Hallo Tanja,189933,False,27,Michelle,Glas,0.74,0.595,1,-5.768,1.0,0.0303,0.504,0.0,0.0972,0.582,119.97,4.0,365.0,happy
11829,Sun Screen,131305,False,11,Timothy Infinite,Wavelines,0.758,0.431,11,-6.886,1.0,0.0332,0.73,0.958,0.111,0.279,67.598,4.0,144.0,study
11830,Clubhouse Birthday Party,144106,False,47,Mickey Mouse;Goofy,Mickey Mouse Clubhouse,0.595,0.612,0,-5.913,1.0,0.05,0.295,0.0,0.257,0.942,99.941,4.0,215.0,disney
11831,"Jessie's Song (Part 2, from ""Toy Story"")",178229,False,17,The Sleep Diaries,Lullaby Versions of Disney Classics,0.329,0.0133,5,-26.18,1.0,0.0427,0.953,0.933,0.121,0.0559,77.199,4.0,220.0,disney
11832,Bad Boy,191843,False,51,Cascada,Platinum,0.666,0.978,11,-5.118,0.0,0.0925,0.0149,0.0444,0.222,0.63,139.991,4.0,441.0,techno
11833,Come the Flood,436633,False,19,Primordial,Where Greater Men Have Fallen,0.211,0.969,4,-4.581,1.0,0.0972,0.00014,0.00545,0.347,0.0503,101.464,3.0,686.0,black-metal
11834,Freckles,223600,False,52,The New Mastersounds,Breaks from the Border,0.787,0.834,6,-6.16,0.0,0.0311,0.145,0.802,0.0929,0.961,113.337,4.0,416.0,afrobeat
11835,Caliente Musica - Original Mix,319499,False,8,Paul Johnson,The Groove I Have LP,0.801,0.89,7,-9.064,1.0,0.0839,0.00665,0.886,0.089,0.768,129.756,4.0,690.0,chicago-house
11836,Allemaal Voor Jou,195960,False,23,PartyfrieX,Partyfreak,0.778,0.997,2,-6.764,1.0,0.149,0.0534,0.0,0.836,0.756,150.034,4.0,486.0,happy
11837,蝴蝶,283200,False,46,David Tao,黑色柳丁,0.5,0.639,10,-4.359,1.0,0.0294,0.271,0.0,0.151,0.309,147.136,4.0,672.0,mandopop
11838,Good Life,80031,False,26,Nostalgique,Good Life,0.73,0.419,6,-9.853,1.0,0.0745,0.925,0.759,0.101,0.562,90.057,4.0,119.0,study
11839,太聰明,263173,False,51,Cheer Chen,吉他手,0.689,0.203,4,-14.88,1.0,0.0337,0.891,0.0,0.103,0.335,132.082,4.0,564.0,mandopop
11840,Got A Bag,124917,True,44,Fetty Wap,The Butterfly Effect,0.862,0.559,11,-6.085,0.0,0.168,0.351,0.0,0.0863,0.658,139.998,4.0,288.0,j-dance
11841,I Got You (feat. Tyler Daley),262588,False,17,SHY FX;Breakage;Break;Tyler Daley,Darker Than Blue - EP,0.611,0.83,5,-3.329,1.0,0.107,0.00853,0.0803,0.119,0.192,169.662,4.0,734.0,idm
11842,Déjalo ir,270146,False,40,Benny,Así,0.706,0.551,2,-5.462,1.0,0.0304,0.303,0.0,0.23,0.598,96.993,4.0,428.0,spanish
11843,Bebes de mi,257426,False,30,Rosana,Lunas rotas,0.668,0.661,1,-6.552,1.0,0.0358,0.649,0.0,0.0477,0.87,102.962,4.0,433.0,spanish
11844,美味いものファンクラブ,242720,False,20,虹のコンキスタドール,RAINBOW SUMMER SHOWER,0.712,0.933,2,-1.795,1.0,0.114,0.106,0.0,0.217,0.77,135.01,4.0,544.0,j-idol
11845,What She Wants,308333,False,10,Felix Da Housecat,Devin Dazzle & The Neon Fever,0.654,0.975,0,-4.76,1.0,0.241,0.0936,3.24e-05,0.336,0.66,190.044,3.0,973.0,chicago-house
11846,Chinchín,237180,False,21,Juanafé,Afrorumba Chilenera,0.665,0.792,5,-4.255,1.0,0.0521,0.317,0.0,0.279,0.945,121.831,4.0,478.0,afrobeat
11847,Que Tumba,196421,False,16,Romperayo,Que Tumba,0.714,0.613,9,-10.434,0.0,0.0732,0.0479,5.08e-06,0.264,0.964,93.969,4.0,305.0,afrobeat
11848,Thank You - Mixed,126171,False,22,Ed Solo;Leanne Louise,Welcome To The Jungle - Gold (The Best Of Jungle Cakes) - DJ Mix,0.707,0.769,8,-9.257,1.0,0.0498,0.00264,0.00861,0.0825,0.362,87.49,4.0,183.0,breakbeat
11849,No Newstyle - Original Mix,377730,False,20,The Masochist,Thunderdome Die Hard II (Digital Version),0.604,0.951,6,-4.594,1.0,0.153,0.000574,0.00288,0.445,0.222,163.97,4.0,1033.0,happy
11850,彩虹,261786,False,60,Jay Chou,我很忙,0.612,0.279,0,-10.306,1.0,0.0386,0.778,0.0,0.121,0.345,147.916,4.0,633.0,mandopop
11851,Toma Conta de Mim,180526,False,41,Limão Com Mel;Vitor Fernandes,Estúdio Limão,0.578,0.802,7,-5.521,1.0,0.0926,0.455,3.15e-05,0.0591,0.611,94.931,4.0,276.0,forro
11852,Blind By Your Love,163369,True,17,Pink Boss;Love Star Music,Blind By Your Love,0.582,0.629,4,-7.464,1.0,0.194,0.294,0.0,0.357,0.547,97.094,4.0,264.0,j-dance
11853,Model,185000,False,21,Bounty Killer,Ragga Ragga Ragga 8,0.703,0.796,1,-7.446,1.0,0.326,0.482,0.0,0.11,0.427,89.227,4.0,272.0,j-dance
11854,pânico de nada,163961,False,43,Don L,Roteiro pra Aïnouz (Vol. 2),0.493,0.834,1,-5.656,1.0,0.241,0.18,0.0328,0.271,0.678,143.353,4.0,382.0,brazil
11855,No Seu Lugar - Ao Vivo,219853,False,47,Kid Abelha,Acústico (Live),0.619,0.754,5,-6.509,1.0,0.0303,0.106,6.8e-05,0.703,0.629,132.975,4.0,486.0,brazil
11856,And He Shall Purify (Remastered 2014),146567,False,0,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",0.412,0.597,7,-8.936,0.0,0.0384,0.956,0.0575,0.684,0.26,98.636,4.0,240.0,sleep
11857,We Meet At Last,342706,False,19,Layo & Bushwacka!,Night Works,0.417,0.672,11,-7.936,1.0,0.0488,0.00389,0.778,0.137,0.182,140.011,4.0,830.0,breakbeat
11858,The Truth Above,165573,False,21,Deicide,Serpents of the Light,0.243,0.968,1,-5.706,1.0,0.135,0.00966,0.952,0.162,0.0792,100.255,4.0,269.0,black-metal
11859,Don't Say Nothin' Bad (About My Baby),165840,False,27,The Cookies,Chains: The Best of the Cookies,0.612,0.591,2,-7.138,1.0,0.0353,0.719,0.00833,0.478,0.908,124.118,4.0,333.0,bluegrass
11860,避雷針,245053,False,25,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),0.62,0.922,1,-2.898,0.0,0.0436,0.0987,0.0,0.377,0.752,128.022,4.0,508.0,j-idol
11861,"SICK, NERVOUS & BROKE!",324776,True,47,JPEGMAFIA,LP!,0.549,0.687,1,-4.53,1.0,0.135,0.0722,0.0,0.62,0.0754,97.78,4.0,522.0,industrial
11862,While My Guitar Gently Weeps,315666,False,56,The Jeff Healey Band,Hell To Pay,0.431,0.666,7,-11.141,1.0,0.0337,0.00151,0.00213,0.0527,0.619,134.777,4.0,696.0,bluegrass
11863,The Need,296026,False,23,Mushroomhead,Savior Sorrow,0.516,0.872,8,-5.342,1.0,0.0477,0.0147,7.6e-06,0.105,0.252,117.947,4.0,578.0,industrial
11864,Fossegrim - BBC Sessions 2010,203057,True,3,Kvelertak,Kvelertak,0.269,0.922,7,-3.872,1.0,0.0773,2.14e-05,0.0134,0.0765,0.368,159.878,4.0,532.0,black-metal
11865,Soda's Theme,123826,False,12,Ilkae,Bring Extra Dragons,0.579,0.937,10,-5.299,0.0,0.071,0.301,0.748,0.267,0.371,155.118,4.0,318.0,idm
11866,The Girl From The Highlands,181687,False,29,Balsam Range,Mountain Voodoo,0.661,0.647,11,-8.73,0.0,0.0326,0.595,0.00157,0.132,0.609,119.09,4.0,350.0,bluegrass
11867,Your Word,420280,False,41,Hillsong Worship;Jad Gillies,let there be light.,0.203,0.54,0,-8.723,1.0,0.0332,0.0859,0.00127,0.921,0.0638,109.62,4.0,837.0,mandopop
11868,One Love,160879,False,30,Sweet Little Band,Bob Marley For Babies,0.666,0.189,10,-14.536,1.0,0.0367,0.748,0.613,0.0899,0.85,76.001,4.0,201.0,disney
11869,Why Not (Original Mix) - Extended Mix,298886,False,0,The Prophet,The Hardcore Archive Part 3 (1997),0.454,0.892,0,-7.687,1.0,0.0349,3.14e-05,0.903,0.101,0.0357,94.956,4.0,465.0,happy
11870,Hymn Of Heaven - Acoustic,288345,False,40,Phil Wickham,Hymn Of Heaven (Acoustic Sessions),0.464,0.239,2,-10.822,1.0,0.0289,0.606,0.0,0.112,0.361,139.63,4.0,648.0,forro
11871,Equilibrium Up,194925,False,0,Spuntic,Out of Step,0.491,0.766,0,-12.838,0.0,0.108,0.138,0.264,0.144,0.112,113.384,4.0,367.0,iranian
11872,Mente Completa,355000,False,13,Petra Espiritu,Música para Vibrar Alto – Música para Aumentar Tu Energía y Tener Armonía con el Universo,0.325,0.00267,10,-20.489,1.0,0.0514,0.979,0.933,0.0991,0.0964,69.883,4.0,451.0,forro
11873,Uma Noite a Toa,292727,True,45,Haikaiss;1Kilo,Uma Noite a Toa,0.76,0.7,10,-7.612,1.0,0.112,0.211,0.0,0.107,0.661,132.022,4.0,641.0,brazil
11874,Saudade de casa - Ao Vivo,321977,False,54,Jefferson & Suellen,Saudade de casa (Ao Vivo),0.229,0.472,0,-8.51,1.0,0.0353,0.309,0.0,0.521,0.164,134.521,3.0,660.0,brazil
11875,Porque Não Vê - Ao Vivo,256333,False,41,Limão Com Mel,Só As Melhores (Ao Vivo),0.455,0.808,0,-5.203,1.0,0.0411,0.242,0.0,0.739,0.37,79.946,4.0,342.0,forro
11876,ROCK IT,191250,False,51,Tokyo Machine,ROCK IT,0.868,0.55,0,-4.732,0.0,0.171,0.00745,0.839,0.0407,0.615,128.018,4.0,404.0,j-dance
11877,El Sol No Regresa,228560,False,78,La Quinta Estacion,Flores De Alquiler,0.615,0.878,3,-4.056,1.0,0.035,0.052,1.16e-06,0.326,0.72,127.906,4.0,474.0,spanish
11878,Drži me,206124,False,63,Judi Khan,Drži me,0.201,0.00391,0,-34.832,1.0,0.0558,0.937,0.895,0.107,0.031,67.56,4.0,229.0,sleep
11879,Noso,443189,False,6,Edu Imbernon;Nico Casal;Solomon Grey,Noso,0.678,0.651,5,-10.609,1.0,0.0481,0.15,0.852,0.0889,0.0607,123.002,4.0,905.0,spanish
11880,Ojos Color Sol (feat. Silvio Rodríguez),215813,False,71,Calle 13;Silvio Rodríguez,MultiViral,0.582,0.443,2,-7.816,1.0,0.0436,0.664,0.0,0.0703,0.452,78.071,4.0,276.0,afrobeat
11881,56,417186,False,11,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,0.448,0.411,11,-10.141,1.0,0.0292,0.807,0.807,0.121,0.471,89.475,4.0,597.0,afrobeat
11882,Left Blank,400266,False,0,Autechre,EP7,0.738,0.704,11,-12.475,0.0,0.0676,0.0124,0.866,0.0678,0.159,137.023,3.0,904.0,idm
11883,Pictures,256260,False,38,Kyson,A Book Of Flying,0.401,0.207,5,-14.331,0.0,0.0357,0.819,0.00363,0.155,0.0548,152.557,4.0,630.0,idm
11884,A Scintilla Of Hope,525745,False,6,Crows in the Rain,Sorrow for an Unfinished Dream,0.283,0.282,9,-15.375,1.0,0.0307,0.163,0.693,0.107,0.118,84.621,4.0,812.0,iranian
11885,男人淚,256320,False,23,阿吉仔,太平輪,0.501,0.616,4,-4.981,0.0,0.0287,0.396,0.0,0.139,0.525,74.932,4.0,310.0,mandopop
11886,Stay (You Are Good) - Live,462397,False,27,Planetshakers,Greater (Live),0.296,0.762,2,-5.696,1.0,0.0548,0.0724,2.68e-06,0.374,0.146,139.051,4.0,1057.0,brazil
11887,How Great Thou Art - Live,297133,False,42,Paul Baloche;Integrity's Hosanna! Music,Our God Saves (Live),0.511,0.935,10,-4.743,1.0,0.0409,0.00061,2.39e-06,0.928,0.511,107.999,4.0,532.0,indian
11888,Clear Skyz - Mixed,220400,False,17,DJ Die,DJ-Kicks (Kemistry & Storm) [DJ Mix],0.461,0.991,6,-3.483,1.0,0.103,0.000364,0.85,0.0966,0.706,173.901,4.0,638.0,industrial
11889,Sigo buscando,287959,False,26,Alex Ubago,Sigo buscando,0.587,0.636,8,-6.601,1.0,0.0316,0.027,0.0,0.111,0.492,88.013,4.0,414.0,spanish
11890,Tiger's Skip,231640,False,16,Tony Allen,Film Of Life,0.727,0.481,8,-10.002,1.0,0.0554,0.0266,0.821,0.094,0.451,147.327,4.0,560.0,afrobeat
11891,You Can't Kill Me,236400,True,14,Neophyte,You Can't Kill Me,0.543,0.998,1,-1.263,1.0,0.215,0.00956,3.85e-05,0.343,0.129,100.003,4.0,386.0,happy
11892,He's a Pirate - Hans Zimmer vs Dimitri Vegas & Like Mike / Bonus Track,210973,False,51,Dimitri Vegas & Like Mike,Pirates of the Caribbean: Dead Men Tell No Tales (Original Motion Picture Soundtrack),0.631,0.918,2,-4.92,0.0,0.0374,0.00116,0.387,0.101,0.338,112.489,3.0,390.0,chicago-house
11893,Julius,251668,False,47,BK;El Lif Beatz,Gigantes,0.759,0.661,5,-6.457,0.0,0.363,0.201,0.0,0.137,0.658,129.794,4.0,524.0,brazil
11894,Zirkeshe Salmak (Dastgahe Shur),95760,False,0,Martin Shamoonpour,8 Bit,0.555,0.0863,0,-4.599,1.0,0.0604,0.657,0.982,0.13,0.651,128.021,3.0,189.0,iranian
11895,Mallotze (Zeigt mir eure Hände),187352,False,13,Schürze,Mallotze (Zeigt mir eure Hände),0.525,0.869,0,-2.528,1.0,0.0458,0.0854,0.0,0.743,0.437,124.999,4.0,384.0,happy
11896,First Date at Starcourt Mall,256125,False,15,Dark Smoke Signal,First Date at Starcourt Mall,0.42,0.873,11,-6.786,1.0,0.0376,0.00696,0.754,0.102,0.707,109.985,3.0,455.0,techno
11897,Who's Laughing Now,180348,False,0,Ava Max,Good Enough - Easy Pop,0.648,0.641,7,-5.521,1.0,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,4.0,543.0,breakbeat
11898,Ridiculous Wobble,283293,False,15,Bassnectar;Nibu,Underground Communication,0.569,0.946,11,-7.496,1.0,0.122,0.000108,0.742,0.11,0.229,104.96,4.0,496.0,breakbeat
11899,Chords - Addiction Remix,340172,False,21,Aaron Smith;Lauren Ritchie,Chords,0.735,0.573,11,-7.273,1.0,0.0861,0.0192,0.000977,0.0852,0.699,126.988,4.0,719.0,chicago-house
11900,ねぇ、ねぶって,202972,False,20,Maharajan,いいことがしたい,0.374,0.806,8,-5.58,1.0,0.147,0.000845,7.95e-05,0.0457,0.875,173.584,4.0,577.0,j-dance
11901,Promised Land - Kiko Franco Remix,221612,False,26,Joe Smooth;Kiko Franco,Promised Land (Kiko Franco Remix),0.645,0.809,6,-7.242,1.0,0.0334,0.00501,0.0343,0.105,0.0774,124.024,4.0,457.0,chicago-house
11902,Groovy Feeling,432866,False,18,Fluke,Six Wheels On My Wagon,0.586,0.609,1,-12.924,1.0,0.0349,0.000706,0.809,0.304,0.196,122.919,4.0,880.0,breakbeat
11903,Hoje Livre Sou - Ao Vivo,272133,False,52,Ministério Adoração e Vida,Hoje Livre Sou (Ao Vivo),0.52,0.501,5,-4.288,1.0,0.0256,0.608,0.0,0.112,0.372,76.003,4.0,342.0,brazil
